Date,A,AAL,AAP,AAPL,ABBV,ABC,ABMD,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AET,AFL,AGN,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMD,AME,AMG,AMGN,AMP,AMT,AMZN,ANSS,ANTM,AON,AOS,APA,APC,APD,APH,APTV,ARE,ATVI,AVB,AVY,AWK,AXP,AZO,BA,BABA,BAC,BAX,BBT,BBY,BDX,BIDU,BIIB,BK,BLK,BLL,BRK.B,CA,CAH,CAT,CB,CDNS,CF,CHD,CHRW,CHTR,CI,CINF,CLX,CMG,CMS,COG,CPB,CRM,CTSH,CVX,D,DAL,DE,DFS,DG,DHI,DHR,DISCA,DISCK,DISH,DLR,DLTR,DOV,DRI,DVA,DVN,ED,FB,GOOG,GOOGL,HRB,INTC,KMX,KO,LNT,MA,MMM,MO,MSFT,NVDA,ORCL,SCHW,SNE,SYMC,T,TCEHY,TSLA,V
Date,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close
2014-09-19,41.6538,36.63,131.76,100.96,59.06,77.33,25.35,43.59,79.93,66.94,49.99,51.69,73.5853,246.25,55.61,38.64,53.28,14.7,83.69,29.2,241.81,55.24,32.71,66.32,45.2,62.42,64.05,54.88,46.22,62.2,49.86,161.44,22.55,3.81,52.16,208.54,144.01,126.65,95.16,331.32,79.57,122.04,86.92,24.62,96.51,105.13,124.3458,51.96,54.8115,75.18,21.82,145.0,47.79,49.25,89.7,526.44,129.35,93.89,16.95,39.4079,38.62,34.61,113.7,224.93,303.2634,39.68,331.75,32.19,140.56,28.48,76.09,102.51,107.0,17.52,51.676,35.065,67.82,179.6284,95.25,48.38,90.57,664.09,29.62,32.97,43.06,58.24,45.0,124.8,68.92,38.64,83.64,65.3,63.1,21.95,60.2164,40.5,39.52,64.98,62.96,57.01,68.0346,45.8369,74.88,70.97,57.13,77.91,594.4482,605.4,32.26,34.82,53.57,42.05,28.67,77.28,146.69,44.99,47.52,19.08,39.8,30.37,17.69,24.39,35.47,16.02,259.32,54.0625
2014-09-22,41.1532,35.58,130.9,101.06,58.71,77.18,24.99,43.4,79.22,67.2,49.92,51.46,72.8922,241.48,54.88,38.35,52.97,14.55,83.05,29.27,235.62,54.93,32.45,65.72,44.79,61.405,63.26,53.935,45.21,61.84,49.2,159.59,21.94,3.76,51.45,205.36,142.18,124.76,94.31,324.5,77.64,121.82,86.5,24.275,94.52,103.54,124.0684,51.785,54.4513,74.38,21.69,145.0,47.72,48.77,88.99,505.38,128.61,89.89,17.03,39.1526,38.3,33.67,112.75,214.86,303.7423,39.34,327.61,32.22,139.26,28.21,75.87,100.9,106.62,17.45,51.156,35.3,66.74,178.2238,94.7,48.07,97.23,656.1,29.36,32.51,42.79,57.32,44.6,123.49,68.3,37.95,83.74,65.17,61.97,21.37,59.2387,39.35,38.57,63.47,62.62,56.755,66.9742,45.1921,74.76,69.98,56.87,76.8,585.7621,597.3,32.31,34.71,52.81,42.22,28.48,76.16,145.71,45.35,47.06,18.89,39.58,30.18,17.36,24.26,35.5,15.395,250.03,53.47
2014-09-23,40.7456,35.33,129.12,102.64,57.56,76.79,24.94,42.5,79.6,67.79,49.67,50.77,72.4711,244.46,54.95,38.2,52.56,14.51,82.12,28.93,240.85,54.51,32.18,64.86,44.78,60.64,63.06,52.93,44.1,61.31,48.92,158.67,21.63,3.69,50.76,202.97,140.68,123.87,93.93,323.63,76.78,119.36,86.27,24.165,95.06,103.02,123.3381,50.905,53.865,73.4,21.28,144.37,46.79,48.21,88.31,507.79,127.38,87.17,17.05,38.9624,37.84,33.36,112.63,214.79,306.0267,38.96,325.06,31.96,138.78,28.35,75.86,99.99,105.42,17.17,53.874,34.905,66.44,172.9374,92.98,47.37,94.85,654.58,29.6,31.59,42.58,56.81,44.51,123.06,68.3,37.7,83.32,64.38,61.97,21.28,58.6779,38.22,37.665,63.0,61.68,55.785,65.6745,45.0847,74.01,69.91,56.75,78.29,579.5391,591.2,31.52,34.42,47.8,41.89,28.16,75.51,144.37,44.82,46.56,18.81,38.83,29.89,17.37,24.1,35.26,15.2,250.41,53.115
2014-09-24,41.4464,36.12,130.62,101.75,59.05,78.04,25.09,42.63,80.2,69.03,50.0,51.46,73.6291,248.05,55.66,38.18,52.47,14.46,83.75,29.31,248.0,54.99,31.94,65.47,45.46,61.505,63.17,53.8,44.84,61.68,49.0,168.7,21.96,3.7,51.33,204.48,142.24,125.22,94.19,328.21,76.95,124.17,87.29,24.295,94.85,104.82,125.4367,51.07,54.0744,73.81,21.21,142.05,46.96,48.29,88.52,508.63,128.58,90.57,17.18,39.2015,37.79,33.99,113.72,221.97,318.9774,39.22,329.0,31.985,139.95,28.42,77.66,101.2,106.59,17.25,54.466,35.335,66.69,171.5992,94.82,47.76,95.54,664.71,29.58,32.1,42.97,57.66,45.195,122.4,68.11,37.66,83.77,64.87,62.28,21.2,58.9128,38.105,37.54,63.97,61.75,56.145,65.3317,46.3204,74.94,70.08,56.53,78.535,586.3804,598.4,31.52,34.75,48.48,42.27,27.965,77.05,144.88,45.7,47.08,18.92,39.42,29.95,17.35,24.15,35.4,15.33,252.14,53.6025
2014-09-25,40.6813,35.21,128.2,97.87,58.0,77.49,24.9,42.0,78.98,67.71,49.64,50.48,72.2518,243.09,54.43,37.97,52.09,14.15,82.06,29.04,244.53,54.16,31.83,64.82,44.76,59.51,60.63,52.83,43.72,61.09,48.21,165.86,21.51,3.63,50.58,200.38,139.85,122.94,93.12,321.93,75.43,120.69,86.3,24.21,93.31,102.28,122.9775,50.355,53.8148,74.0,21.01,140.94,46.18,48.24,86.76,504.62,127.14,88.92,16.85,38.7234,37.19,33.26,113.77,217.55,307.0951,38.65,321.52,31.755,137.09,27.925,76.16,99.51,105.5,17.13,54.21,35.025,65.56,170.9025,91.72,46.97,95.14,653.39,29.56,31.43,42.38,55.92,44.07,120.68,67.63,36.66,83.13,63.65,61.2,20.81,57.3288,38.09,37.6,63.47,61.76,55.54,64.3191,45.9174,73.77,68.7,56.15,77.22,573.4858,585.3,31.02,34.14,47.52,41.78,27.605,74.72,142.48,45.11,46.04,18.51,38.76,29.52,17.27,23.73,35.08,15.0125,246.95,52.6775
2014-09-26,40.4024,35.93,130.1,100.75,59.19,77.42,24.93,42.01,79.29,68.355,50.025,50.87,72.4536,248.36,54.28,37.98,52.25,14.22,82.03,29.25,244.64,54.52,31.98,65.3,45.45,59.83,60.88,53.185,44.42,61.41,48.4,167.65,21.74,3.6,52.01,201.99,141.06,124.14,93.45,323.21,75.795,120.8,87.19,24.25,94.62,103.96,124.5954,50.91,53.7143,74.34,21.25,141.03,46.41,48.26,88.37,508.38,128.69,90.46,17.03,39.2666,37.53,32.94,114.12,219.02,307.2241,38.94,335.07,31.685,138.68,27.89,75.68,100.38,105.82,17.29,55.572,35.23,66.35,173.4572,91.82,47.22,95.64,660.77,29.51,32.15,42.62,56.56,44.75,121.47,68.03,36.52,82.83,64.97,61.49,20.9,57.5334,39.0,38.19,64.92,62.36,55.74,64.9889,46.4726,73.4,69.28,56.35,78.79,575.5202,587.9,31.27,34.26,47.5,42.2,27.66,75.06,142.42,45.81,46.41,18.545,38.95,29.93,17.42,23.58,35.28,15.106,246.6,52.985
2014-09-29,40.8672,35.03,130.64,100.11,58.52,77.63,25.03,41.9,79.92,69.22,49.81,51.3,72.6466,250.96,55.04,38.24,52.18,14.21,81.34,29.235,244.39,54.17,32.0,64.63,45.07,59.74,60.03,53.12,43.85,61.29,48.0,167.95,21.75,3.55,50.98,200.82,140.07,123.58,93.55,321.82,75.72,121.31,87.51,24.025,94.68,104.25,123.0792,50.92,52.6003,74.58,20.91,140.93,45.45,48.29,87.95,507.84,128.77,88.75,17.01,39.0493,37.31,33.65,114.35,220.47,304.1108,38.61,330.65,32.095,138.33,27.64,75.63,99.83,104.84,17.335,55.724,35.36,66.45,172.0637,91.24,47.325,96.27,662.94,29.52,33.01,42.85,57.23,44.37,120.55,68.48,36.0,82.34,64.45,61.33,20.73,57.4425,37.705,37.21,65.01,62.57,56.06,64.8374,46.5621,73.48,69.58,56.53,79.0,574.7822,587.8,31.04,34.9,47.11,42.25,27.695,74.52,142.19,46.04,46.44,18.515,38.44,29.74,17.78,23.415,35.23,14.76,245.26,52.7325
2014-09-30,40.7456,35.48,130.3,100.75,57.76,77.3,24.83,41.59,81.32,69.19,49.49,51.1,72.8835,248.27,55.1,38.33,52.21,14.18,81.0,29.125,241.28,54.02,31.82,64.3,45.36,59.8,58.9,51.68,43.54,61.37,47.64,165.82,21.61,3.41,50.21,200.36,140.46,123.38,93.63,322.44,75.67,119.62,87.67,23.64,93.87,101.44,120.3519,49.93,51.3774,73.75,20.79,140.97,44.65,48.23,87.54,509.66,127.38,88.85,17.05,38.9896,37.21,33.59,113.81,218.23,304.7095,38.73,328.32,31.635,138.14,27.94,74.92,99.03,104.87,17.21,55.844,35.08,66.32,167.4077,90.69,47.05,96.04,666.59,29.66,32.69,42.73,57.53,44.77,119.32,69.09,36.15,81.99,64.39,61.11,20.52,57.5865,37.8,37.28,64.58,62.38,56.07,64.048,46.0786,73.14,68.18,56.66,79.04,575.7795,588.4,31.01,34.82,46.45,42.66,27.705,73.92,141.68,45.94,46.36,18.45,38.28,29.39,18.04,23.51,35.24,14.82,242.68,53.3425
2014-10-01,40.1879,34.39,130.52,99.18,57.23,76.69,24.29,41.18,79.72,67.54,48.25,50.4,71.42,242.64,55.66,38.48,52.38,14.2,79.82,28.78,238.48,52.96,31.9,63.03,44.82,58.24,57.79,50.07,42.74,60.81,47.77,167.2,20.96,3.35,49.33,195.4,138.82,119.65,93.45,317.46,75.17,118.15,86.65,23.37,91.05,99.26,116.9313,49.05,51.2434,74.16,20.59,141.59,43.96,48.1,85.81,508.01,124.67,86.1,16.82,38.8483,37.13,32.62,113.6,212.03,297.9762,38.22,323.24,31.055,136.62,27.13,74.58,97.61,103.82,16.95,53.85,34.835,65.19,164.0345,89.44,46.62,95.46,662.23,29.81,31.81,42.22,56.73,44.37,117.65,69.26,34.9,81.55,63.53,60.28,20.32,56.5254,36.31,36.02,63.6,62.89,55.29,63.3384,45.6219,72.78,67.07,56.94,76.55,566.7144,579.6,30.51,33.99,45.31,42.74,27.9,73.32,139.18,45.77,45.9,18.27,38.09,28.79,17.77,23.05,34.96,14.47,240.24,52.5025
2014-10-02,39.9233,33.93,132.97,99.9,56.67,76.87,24.33,41.21,79.43,67.06,47.8,50.53,72.5,243.67,57.74,38.46,52.28,14.14,79.39,28.835,236.0,52.61,31.91,63.45,44.76,58.09,58.88,48.8,42.92,61.14,47.87,167.86,20.53,3.39,49.29,196.79,137.2,119.92,93.49,318.41,76.37,118.45,86.86,23.405,88.74,98.67,117.8003,49.36,52.3658,73.92,20.405,141.92,43.76,48.01,85.87,513.3,124.17,87.06,16.88,38.8701,37.34,32.72,114.12,214.8,294.605,38.21,323.59,31.155,137.64,27.18,75.05,97.41,104.63,17.15,55.192,34.725,66.1,164.6207,88.72,46.84,95.96,662.57,29.78,31.52,42.1,56.64,43.9,117.11,69.32,35.28,81.71,63.68,61.06,20.5,56.4117,36.27,36.05,63.58,62.83,55.75,63.474,46.0965,73.74,66.56,56.8,77.08,568.5194,580.9,30.73,33.52,46.05,42.66,27.915,73.42,138.67,45.47,45.76,18.19,38.27,29.05,17.46,23.35,34.97,14.42,251.42,52.43
2014-10-03,40.6956,36.23,135.13,99.62,58.69,77.89,24.71,41.79,80.32,68.4,47.58,51.11,74.85,251.86,58.12,38.89,52.87,14.14,81.49,28.92,246.07,53.35,32.22,64.32,45.48,59.74,58.98,48.49,44.15,61.73,49.14,177.98,20.74,3.4,50.09,198.77,139.15,121.84,93.88,322.74,76.72,122.07,87.58,23.44,86.95,98.7,118.8542,49.69,52.9772,74.13,20.71,142.69,43.92,48.19,87.16,518.11,126.36,88.1,17.29,39.6089,37.61,33.37,115.84,216.45,301.283,38.7,327.08,31.56,139.5,27.46,76.16,97.39,106.44,17.35,55.004,34.9,67.24,168.8454,90.59,47.63,96.47,674.5,29.99,31.28,42.45,58.46,44.38,117.71,70.04,36.95,82.16,64.83,62.41,20.73,56.7982,37.0,36.77,65.16,62.87,56.87,63.6175,46.195,74.45,65.44,57.03,77.44,573.7052,586.3,31.66,34.03,46.83,43.0,28.225,74.33,140.17,46.19,46.09,18.23,38.89,29.57,17.61,23.39,35.36,14.915,255.21,52.9975
2014-10-06,40.4524,34.93,134.42,99.62,57.81,77.52,24.18,42.36,80.73,67.67,47.145,50.59,74.52,249.47,58.18,39.15,52.8,14.3,79.17,28.9,243.95,52.77,32.42,63.74,45.76,59.15,59.51,47.86,43.49,61.62,48.59,173.66,20.6,3.36,50.18,198.74,137.61,121.89,93.88,322.2,76.19,119.07,87.27,23.665,86.19,97.19,118.9559,49.5,53.1615,74.45,20.64,142.91,44.07,47.92,87.03,512.94,126.26,88.31,17.29,39.5165,37.69,32.2,124.98,217.2,299.4224,38.78,326.12,31.55,139.16,27.43,75.81,98.0,106.2,17.4,54.622,34.635,66.73,169.7965,89.19,47.46,96.38,671.13,30.02,31.24,42.55,58.3,44.245,118.09,70.07,36.11,82.84,64.93,61.83,20.94,56.7603,36.85,36.57,64.65,62.74,56.57,63.2667,45.7115,73.81,64.82,57.2,77.555,575.7695,587.8,29.91,34.11,46.9,43.6,28.165,74.51,140.34,46.51,46.09,18.12,39.08,29.7,17.76,23.51,35.49,15.405,260.62,52.9475
2014-10-07,39.3298,34.09,133.81,98.75,56.65,76.5,23.6,41.46,78.81,65.96,46.21,49.57,73.52,243.21,56.59,39.29,52.96,14.24,78.01,28.54,243.39,51.01,32.15,62.69,44.95,57.65,58.46,47.025,42.8,60.9,46.59,167.96,20.37,3.28,48.51,195.18,136.03,119.07,93.36,316.98,75.8,117.52,85.43,23.395,84.21,95.38,116.3488,48.87,52.5249,74.21,20.13,142.23,42.95,48.4,85.35,511.72,123.32,87.67,16.88,38.8864,37.37,30.23,128.0,215.63,290.9943,37.88,318.85,31.205,136.72,26.81,74.49,94.7,105.13,17.29,56.552,34.715,65.43,167.7284,89.11,46.77,96.66,662.82,29.97,31.13,42.31,56.91,43.9,116.02,70.19,35.27,80.01,63.48,61.05,20.74,55.5325,36.2,35.41,63.71,62.4,56.57,61.2016,44.834,73.13,63.61,57.14,76.29,562.1968,574.1,29.42,33.47,46.44,43.92,28.145,72.94,137.68,46.05,45.53,17.925,38.46,28.48,17.37,23.19,35.33,15.23,259.57,52.0125
2014-10-08,40.3738,33.0,136.84,100.8,58.34,77.89,23.88,42.14,79.84,67.99,47.75,48.02,74.78,248.98,57.08,40.14,54.12,14.04,80.03,28.9,246.65,52.01,32.95,63.7,45.33,59.07,58.69,47.79,42.86,61.64,47.24,176.42,21.15,3.28,49.52,199.58,140.07,120.62,95.33,322.7,76.85,119.85,83.48,23.8,85.43,95.93,117.1347,49.905,52.8516,76.31,20.64,145.37,43.57,49.54,87.41,517.8,124.98,88.3,17.12,39.7501,37.89,31.51,129.9,217.54,298.9802,38.56,324.89,31.92,139.94,27.05,76.66,96.65,106.75,17.81,56.056,35.235,66.28,170.5928,91.42,47.59,98.76,672.1,30.71,31.32,42.63,57.9,45.03,117.95,72.12,34.81,81.31,64.83,61.61,21.0,56.533,37.16,36.01,64.22,63.25,57.22,62.5012,44.7623,75.01,63.95,58.77,77.52,570.9328,583.7,29.86,34.27,47.42,44.55,28.695,74.06,141.41,46.8,46.78,18.26,39.02,28.73,17.79,24.01,35.15,15.43,259.28,53.09
2014-10-09,39.3512,31.98,133.99,101.02,56.72,77.2,23.08,41.63,78.19,65.66,46.34,47.13,73.19,242.0,56.07,39.04,53.56,13.47,78.62,28.465,242.28,50.42,32.78,62.05,44.82,58.25,56.3,46.63,42.68,61.01,46.7,170.3,20.87,2.95,48.4,193.25,137.58,117.05,94.75,315.37,75.95,118.93,81.27,23.36,81.88,90.0,114.0006,49.34,51.7292,76.9,20.08,145.91,42.64,49.02,85.89,508.32,122.76,88.79,16.59,39.0113,37.26,30.86,127.94,213.0,294.0063,37.31,315.21,31.53,137.09,26.58,75.4,93.5,104.92,17.23,54.21,34.685,65.2,167.3855,89.98,46.69,97.46,660.61,30.17,29.84,41.88,57.13,44.12,114.51,70.43,33.71,81.15,63.51,60.63,20.64,55.1536,35.79,34.94,63.45,63.56,56.7,60.6913,44.1176,73.99,61.3,58.2,75.91,559.3446,570.8,28.94,33.62,46.3,43.87,28.15,71.83,138.64,46.37,45.85,17.91,38.74,27.13,17.18,23.44,34.66,14.96,257.01,51.9275
2014-10-10,38.3572,30.78,132.81,100.73,54.97,76.9,22.22,41.54,76.84,63.29,43.45,46.36,72.66,236.97,53.72,39.57,53.89,13.25,77.66,28.26,236.62,49.96,32.75,61.41,44.81,56.55,55.03,45.215,42.46,61.16,46.25,167.8,19.83,2.72,47.41,190.38,137.39,114.55,94.71,311.39,74.96,116.95,80.45,22.925,79.91,88.37,113.677,45.7,50.5482,77.54,18.71,146.25,41.96,49.98,84.99,509.1,121.5,85.88,16.48,38.7071,37.09,30.49,127.87,203.35,290.2758,36.89,308.87,31.31,136.76,25.9,75.52,93.13,104.9,16.18,53.222,34.555,64.62,163.8133,90.59,46.75,97.09,655.58,30.51,29.34,42.19,54.77,43.31,113.89,70.62,32.91,80.98,62.82,59.94,19.84,54.4639,35.07,34.53,61.63,62.85,56.05,60.4043,43.3118,73.42,59.42,59.13,72.91,542.9994,555.2,28.44,31.91,45.6,44.47,28.455,70.5,133.83,46.72,44.03,16.845,38.1,26.23,17.12,21.94,34.25,14.66,236.91,51.245
2014-10-13,37.7494,28.58,130.88,99.81,53.62,75.84,22.44,40.92,76.29,61.68,43.1,44.76,71.95,234.62,51.94,40.03,54.23,13.14,76.43,28.0,222.8,49.81,33.44,60.81,44.17,55.55,53.16,44.955,41.58,61.06,45.32,162.77,18.915,2.74,46.3,185.36,133.56,111.78,93.04,306.45,73.37,114.41,79.55,22.595,75.93,85.25,110.0437,45.56,48.8312,78.31,18.42,147.26,41.28,49.54,82.78,501.78,120.45,85.12,16.4,37.8433,37.05,29.72,125.83,199.68,277.9331,36.35,303.91,30.905,136.38,25.52,73.91,91.68,103.21,16.02,50.564,34.075,63.445,159.9757,89.68,46.41,95.92,639.53,30.62,28.53,41.94,53.23,43.93,112.03,69.99,30.9,81.65,61.92,58.47,19.49,54.3426,33.905,33.46,59.61,63.32,55.48,57.7493,42.1567,73.56,56.56,59.82,72.99,531.7503,544.8,27.64,31.47,43.9,44.07,28.575,69.78,132.9,46.05,43.65,16.785,38.23,25.17,16.98,22.25,33.82,14.75,224.59,51.07
2014-10-14,37.0343,31.51,133.98,98.75,54.13,76.63,22.91,41.06,76.17,60.88,43.46,43.08,72.64,239.27,50.13,40.72,54.72,13.21,73.98,28.42,222.07,50.07,34.31,61.69,44.3,55.65,53.51,44.37,42.69,61.62,45.06,159.46,19.335,2.62,46.12,184.97,132.2,111.8,93.35,308.31,72.675,113.2,80.05,22.8,74.4,84.66,111.8742,46.44,51.4863,79.95,18.21,150.06,41.84,50.3,82.74,506.35,122.29,84.95,16.52,37.4087,37.28,30.04,125.07,199.07,277.7857,36.55,306.74,31.535,137.39,25.73,74.58,92.8,104.24,15.925,50.528,34.14,65.58,158.1177,87.71,46.59,97.03,651.17,31.07,28.48,42.29,52.72,44.65,109.78,68.18,32.79,84.36,62.67,58.51,20.03,54.57,34.31,33.835,58.86,64.4,55.88,57.4224,43.0968,73.59,55.25,61.57,73.59,536.4674,548.7,28.23,32.14,44.58,43.64,29.145,71.0,134.18,46.18,43.73,17.175,38.46,25.28,17.05,22.465,33.84,14.6,227.06,50.68
2014-10-15,37.0343,31.69,133.51,97.54,54.63,76.02,22.9,40.01,75.85,62.19,44.12,42.98,71.78,238.68,50.52,40.1,54.37,12.84,73.57,27.9,217.24,49.69,34.06,61.09,44.14,54.63,53.72,44.56,41.99,60.57,45.72,160.73,19.43,2.61,46.63,181.11,130.9,109.35,91.98,305.97,72.21,111.06,80.0,23.12,72.67,85.46,116.7371,47.07,51.5784,79.99,18.72,149.71,41.78,49.09,80.93,505.99,120.19,85.6,15.76,37.1262,35.96,30.89,124.53,205.73,281.5714,35.95,310.37,31.98,135.64,25.74,73.23,92.59,103.11,16.0,50.854,33.99,67.1,157.5426,88.73,46.11,97.24,647.38,30.7,30.3,41.96,53.09,44.38,109.27,66.33,32.38,84.93,62.07,58.68,20.63,54.5548,34.45,33.85,58.86,63.65,55.24,57.4543,43.1953,72.74,55.14,61.46,73.21,528.579,540.7,28.69,31.275,45.06,43.23,28.78,71.3,134.22,45.53,43.22,17.44,38.3,25.32,17.04,22.15,33.87,14.65,229.7,50.0625
2014-10-16,36.9771,32.97,132.43,96.26,52.9,75.02,22.88,39.99,76.15,62.86,44.6,43.17,71.63,252.15,49.89,39.58,53.94,12.98,73.43,27.93,222.07,49.4,33.76,61.66,43.89,53.38,53.89,45.16,43.8,59.86,46.33,163.25,19.87,2.64,47.41,181.26,130.45,109.87,92.46,302.86,72.42,111.92,79.93,23.25,73.23,89.57,118.0684,47.2,52.215,80.29,18.99,148.53,42.56,49.28,80.24,504.58,120.29,88.85,16.08,37.0393,35.49,31.28,120.78,211.22,278.8542,36.16,310.69,31.985,134.7,25.82,72.13,93.24,102.92,16.3,50.77,33.99,66.86,155.1095,88.03,46.08,96.13,645.98,30.59,31.18,41.6,53.87,44.12,111.06,67.98,33.32,84.12,61.82,58.77,20.31,56.2298,34.19,33.97,57.96,63.02,55.05,58.5546,43.3028,72.03,56.54,60.92,72.63,523.0741,536.9,29.39,30.85,45.88,42.56,28.87,70.86,135.05,45.17,42.74,17.45,37.56,25.5,16.89,22.03,33.64,14.51,226.35,50.75
2014-10-17,37.3776,33.38,135.79,97.67,53.37,75.84,22.98,40.86,76.62,64.52,44.94,44.5,72.68,259.72,50.79,39.67,54.61,13.29,75.39,28.505,224.73,50.76,33.51,62.32,44.62,53.84,54.59,45.38,44.7,60.64,46.75,164.75,19.88,2.72,48.83,185.15,133.69,112.3,93.17,303.64,72.99,114.99,80.97,23.63,72.85,88.52,119.2703,48.03,52.8432,80.06,18.85,149.37,43.13,49.6,82.58,507.59,123.24,87.91,16.21,36.5286,35.2,31.34,121.73,211.73,282.511,36.36,315.68,32.515,137.09,26.35,73.62,95.05,104.61,16.5,48.992,34.19,67.98,159.0356,89.04,46.81,96.3,641.72,30.55,30.95,42.04,55.63,44.2,111.8,68.73,34.39,83.29,62.45,59.95,21.56,56.6846,34.65,34.38,58.53,64.39,56.575,59.4077,43.5893,72.75,58.17,60.7,75.95,509.7707,523.0,29.91,31.38,46.71,42.88,29.035,71.56,137.4,45.66,43.63,17.42,37.87,25.84,17.24,22.32,34.08,14.615,227.48,51.5
2014-10-20,37.4348,35.22,139.57,99.76,54.41,75.49,23.55,41.46,76.44,64.68,45.32,45.4,73.35,261.05,51.82,40.46,55.36,13.36,76.45,28.61,226.67,51.01,34.03,62.77,44.88,53.99,55.36,47.59,46.22,60.85,46.9,168.2,20.07,2.67,49.27,185.68,137.51,113.47,94.09,306.21,74.12,116.23,80.2,23.925,72.93,90.67,120.1578,48.26,53.195,80.74,18.87,150.35,43.43,50.74,84.01,517.03,124.31,88.26,16.26,36.9089,35.37,32.19,122.66,216.62,286.8401,36.36,313.13,32.985,137.23,26.61,74.11,94.03,105.09,16.62,49.66,34.795,68.99,163.8797,90.6,47.145,97.73,653.03,31.37,30.82,42.75,56.03,43.57,111.49,69.47,36.04,82.2,62.7,61.52,22.11,56.6391,34.65,34.16,58.7,65.29,57.34,59.4715,43.9744,73.56,57.98,61.46,76.95,519.4142,532.4,30.23,31.58,47.08,43.29,29.63,72.04,137.6,46.42,44.08,17.57,37.8,25.72,17.53,22.495,34.28,14.73,230.47,51.9625
2014-10-21,38.6147,37.85,141.02,102.47,56.29,76.62,23.97,42.39,77.93,66.425,46.715,45.7,74.805,268.14,52.8,40.48,55.56,13.51,78.39,29.085,232.13,52.15,34.41,64.37,45.26,55.01,56.53,48.8,47.38,62.03,48.23,174.475,20.78,2.77,50.47,191.4,144.09,116.57,95.6,315.33,75.87,120.43,81.93,24.97,75.53,92.09,120.8789,49.67,54.4011,81.69,19.24,150.68,44.65,50.98,85.64,526.94,127.12,90.9,16.6,37.2946,36.07,32.6,123.31,222.35,300.9882,36.8,319.16,33.945,138.97,27.56,75.83,95.89,106.7,16.59,50.582,35.405,69.93,168.779,92.71,48.21,98.8,607.55,31.56,31.48,42.9,57.24,44.63,115.09,70.01,37.48,83.78,64.38,62.19,22.5,57.7911,36.245,35.9,60.66,66.35,58.13,61.106,44.2519,75.5,60.06,61.07,78.69,525.0986,538.0,30.51,32.61,48.8,40.68,29.85,74.16,140.93,47.02,44.88,18.32,38.35,26.49,17.43,23.675,34.62,15.11,235.34,53.3275
2014-10-22,37.9353,37.04,138.78,102.99,56.9,76.63,23.64,41.59,77.46,65.04,46.02,45.76,74.61,268.75,52.25,40.7,55.92,13.63,78.09,28.84,231.41,51.67,34.25,64.11,45.3,53.95,55.24,47.98,46.77,61.81,47.1,173.27,20.49,2.64,49.65,186.69,143.64,114.75,94.94,312.97,74.5,118.87,81.68,24.84,73.87,89.97,119.8157,47.12,53.9572,81.89,19.04,151.29,44.06,51.06,83.96,521.94,121.45,91.63,16.4,37.1425,36.14,32.84,123.72,219.26,284.6848,36.38,315.88,33.435,137.65,27.41,76.0,94.57,105.84,16.33,50.906,35.275,69.53,167.1533,91.45,48.12,99.05,608.99,31.73,30.49,42.92,56.25,44.14,114.0,70.03,37.3,83.42,61.01,61.16,22.7,57.2757,34.89,34.48,59.73,66.21,57.555,60.795,44.3415,75.28,58.64,61.9,78.37,531.2517,542.7,30.26,32.27,48.33,40.62,29.99,73.22,138.95,47.06,44.38,17.89,37.64,26.01,17.63,23.51,34.5,15.17,231.1,52.73
2014-10-23,38.4073,38.48,140.78,104.83,59.52,77.44,24.1,42.43,78.08,65.92,46.42,45.54,75.44,273.24,53.55,41.01,55.28,13.59,78.75,29.04,237.21,51.62,34.59,64.54,45.37,54.53,56.8,49.04,49.95,62.0,48.45,185.92,20.895,2.69,50.83,190.28,147.25,116.51,95.87,313.18,75.0,119.77,81.58,25.36,76.08,92.17,119.7418,48.01,55.0293,82.52,19.06,151.59,44.18,51.43,85.61,531.57,122.03,94.45,16.6,37.5391,36.24,33.12,125.0,217.03,291.1233,36.48,322.08,33.29,138.68,27.75,76.45,99.27,105.4,16.715,51.14,35.215,70.61,172.5724,92.27,48.3,98.43,610.0,31.93,31.44,42.97,57.88,44.52,116.19,70.1,37.92,85.17,61.89,62.26,22.94,58.6324,35.97,35.69,61.0,66.3,58.51,62.4773,45.0399,76.25,60.01,62.01,80.04,542.4908,553.7,30.8,32.69,52.73,40.86,30.045,74.09,145.05,47.13,45.02,18.285,38.23,26.53,17.87,23.87,33.66,15.49,235.29,53.57
